N,replica,leg,g,phi,phi_sd,chi,acceptance,phi_err,chi_err,tau_int,lx,ly,lam,cap,surplus,pieces,largest_frac,baby_frac,cube_frac
484,1,cool,2.424,0.8686971074380166,0.016943438728355412,0.13894677611570247,0.005723079965134298,0.0029502191537586746,0.031971798439818636,780.5159594511795,22,22,1.0,none,0.13727190082644627,1.0,1.0,0.0,0.0
484,1,cool,2.298,0.8975092975206611,0.012683572769285906,0.07786254080578514,0.005250334936725207,0.0022280139329945024,0.01870777519892813,763.3568244450591,22,22,1.0,none,0.14041219008264463,1.0,1.0,0.0,0.0
484,1,cool,2.179,0.9272086776859504,0.009381084301650883,0.042594295454545426,0.004467470783832645,0.0015186595852146963,0.0066932455190802116,337.6838612270897,22,22,1.0,none,0.12741673553719007,1.0,1.0,0.0,0.0
484,1,cool,2.066,0.9377208677685949,0.009896332398620863,0.04740169915289259,0.005222591683884298,0.0015038050632910735,0.006023123326071688,355.9732652795271,22,22,1.0,none,0.13821859504132233,1.0241,0.9991615702479338,0.0,0.0
484,1,cool,1.958,0.9490921487603305,0.007599590259517984,0.027952825702479343,0.004353673004907025,0.0011389422406854757,0.005208462338705941,162.9837528946137,22,22,1.0,none,0.14075309917355372,1.0113,0.9994396694214875,0.0,0.0
484,1,cool,1.857,0.9617033057851241,0.012531725438925272,0.07600936495867767,0.003452975690857438,0.0022824639892311564,0.01038291665538169,474.70712050525026,22,22,1.0,none,0.1630638429752066,1.0754,0.9965719008264463,3.3057851239669424e-06,3.3057851239669424e-06
484,1,cool,1.76,0.9676911157024793,0.014313916837929187,0.09916589617768591,0.0026949291386880164,0.0031016856827815755,0.023722598507790495,967.5864340982832,22,22,1.0,none,0.1591853305785124,1.0,1.0,0.0,0.0
484,1,cool,1.669,1.0035163223140495,0.011128797394031482,0.05994346361570253,0.001613749354338843,0.0021681081329968347,0.011475471071628931,897.3366534733741,22,22,1.0,none,0.25216797520661155,1.0105,0.999542561983471,0.0,0.0
484,1,cool,1.582,1.0053421487603305,0.009275104437416212,0.04163734016528931,0.0015816680655991735,0.0018494330207393232,0.010168583004813436,460.72365782297555,22,22,1.0,none,0.25649173553719007,1.5157,0.9807772727272727,0.0,0.0
484,1,cool,1.5,1.028251446280992,0.016094076970388484,0.12536534774793384,0.0010069287512913224,0.0034348553820460065,0.025419231727336313,1332.1202969925068,22,22,1.0,none,0.31425619834710744,2.5849,0.9423772727272727,0.00030082644628099173,0.00030082644628099173
484,1,heat,1.5,1.0,0.0,0.0,0.0,0.0,0.0,nan,22,22,1.0,none,0.0,1.0,1.0,0.0,0.0
484,1,heat,1.582,1.0,0.0,0.0,0.0,0.0,0.0,nan,22,22,1.0,none,0.0,1.0,1.0,0.0,0.0
484,1,heat,1.669,1.0,0.0,0.0,0.0,0.0,0.0,nan,22,22,1.0,none,0.0,1.0,1.0,0.0,0.0
484,1,heat,1.76,1.0,0.0,0.0,0.0,0.0,0.0,nan,22,22,1.0,none,0.0,1.0,1.0,0.0,0.0
484,1,heat,1.857,1.0,0.0,0.0,0.0,0.0,0.0,nan,22,22,1.0,none,0.0,1.0,1.0,0.0,0.0
484,1,heat,1.958,1.0,0.0,0.0,0.0,0.0,0.0,nan,22,22,1.0,none,0.0,1.0,1.0,0.0,0.0
484,1,heat,2.066,1.0,0.0,0.0,0.0,0.0,0.0,nan,22,22,1.0,none,0.0,1.0,1.0,0.0,0.0
484,1,heat,2.179,1.0,0.0,0.0,0.0,0.0,0.0,nan,22,22,1.0,none,0.0,1.0,1.0,0.0,0.0
484,1,heat,2.298,1.0,0.0,0.0,0.0,0.0,0.0,nan,22,22,1.0,none,0.0,1.0,1.0,0.0,0.0
484,1,heat,2.424,1.0,0.0,0.0,0.0,0.0,0.0,nan,22,22,1.0,none,0.0,1.0,1.0,0.0,0.0
